id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr;uk
SKILL_CRIT_CHANCE;Critical Hit;Kritischer Treffer;Coup critique;Colpo critico;Impacto crítico;关键打击;クリティカル・ヒット;크리티컬 히트;Ataque Crítico;Trafienie krytyczne;Критическое попадание;Kritik Vuruş;Критичний удар
SKILL_ATK_REP_RANGE_PROJECTILE_SHIELD;Projectile Shield;Projektil-Schild;Bouclier de projectiles;Scudo di proiettili;Escudo de proyectiles;投射物盾牌;プロジェクタイル・シールド;투사체 보호막;Escudo de Projéctil;Osłona przed pociskami;Щит от снарядов;Mermi Kalkanı;Щит снаряда
SKILL_RANGE_DEATH_BURST;Bursting Shot;Berstender Schuss;Coup d'éclat;Colpo di scoppio;Tiro de reventón;毁灭射击;バースト・ショット;버스트 샷;Tiro de Rebentamento;Bursting Shot;Взрывной выстрел;Patlayan Atış;Розривний постріл
SKILL_MELEE_DEATH_BURST;Bursting Wield;Berstender Schwung;Bursting Wield;Rasoio a scoppio;Escudo de reventón;毁灭猛击;バースト・ウィールド;파열 휘두르기;Empunhadura de Rebentamento;Bursting Wield;Разрывное оружие;Patlayan Eller;Розривна зброя
SKILL_ATK_REP_RANGE_SWIRL;Swirl;Wirbel;Tourbillon;Swirl;Remolino;旋转;スワール;Swirl;Rodar;Swirl;Вихрь;Girdap;Вихор
SKILL_ATK_REP_RANGE_REVERT_SHOT;Revert Shot;Rücklaufschuss;Tir d'inversion;Colpo di ritorno;Tiro de reversa;回旋;リバート・ショット;되돌리기 사격;Tiro de reversão;Revert Shot;Обратный выстрел;Geri Dönüş Atışı;Зворотний постріл
SKILL_PET_SUMMON_BURST;Ravaging Companions;Verwüstende Gefährten;Compagnons de ravage;Compagni di devastazione;Compañeros de asalto;残忍的同伴;ラヴェリング・コンパニオン;약탈자 동료;Companheiros vorazes;Ravaging Companions;Буйные компаньоны;Yıkıcı Yoldaşlar;Руйнівні супутники
SKILL_PET_PERMA_RANGE;Falcon Companion;Falken-Gefährte;Compagnon faucon;Compagno falco;Compañero halcón;猎鹰伙伴;ファルコン・コンパニオン;매 동료;Falcão Companheiro;Towarzysz Sokół;Спутник Сокол;Şahin Yoldaş;Сокіл-супутник
SKILL_PET_PERMA_MELEE;Wolf Companion;Wolf-Gefährte;Compagnon loup;Compagno del lupo;Compañero del lobo;狼伴侣;ウルフ・コンパニオン;늑대 동료;Companheiro de lobo;Wolf Companion;Спутник волка;Kurt Yoldaş;Супутник вовка
SKILL_PET_PERMA_MELEE_CHICKEN;Chicken Companion;Huhn-Gefährte;Compagnon du poulet;Compagno di pollo;Pollo de compañía;鸡 同伴;チキン・コンパニオン;닭 동료;Companheiro de frango;Chicken Companion;Куриный компаньон;Tavuk Arkadaşı;Курячий супутник
SKILL_ATK_REP_RANGE_CHARGE;Charge;Kanalisierung;Charge;Carica;Carga;充能箭;チャージ;충전;Carga;Opłata;Зарядка;Ücretlendirme;Заряд
SKILL_ATK_REP_RANGE_RANGE_CONSTRUCT;Range Construct;Fernkampf-Konstrukt;Construction de la gamme;Gamma Costruire;Gama Constructora;范围构建;遠距離タワー建設;범위 건설;Construção de Gama;Konstrukcja zasięgu;Конструкция диапазона;Menzil Yapısı;Range Construct
SKILL_ATK_REP_MELEE_BOOMERANG;Boomerang;Bumerang;Boomerang;Boomerang;Boomerang;投掷打击;ブーメラン;부메랑;Boomerang;Bumerang;Бумеранг;Bumerang;Бумеранг
SKILL_ATK_REP_MELEE_CYCLIC;Cyclic Might;Zyklische Macht;Puissance cyclique;Potere ciclico;Poder cíclico;旋转打击;サイクリック・マイト;순환 힘;O Poder Cíclico;Cykliczna potęga;Циклическое могущество;Döngüsel Kudret;Циклічна міць
SKILL_ATK_REP_MELEE_TREMBLING_GROUND;Trembling Ground;Zitternder Boden;Sol tremblant;Terra che trema;Tierra Temblorosa;颤抖的大地;トレンブリング・グラウンド;떨리는 땅;Terreno trémulo;Drżąca ziemia;Дрожащая земля;Titreyen Zemin;Тремтяча земля
SKILL_ATK_REP_MELEE_MELEE_CONSTRUCT;Melee Construct;Nahkampf-Konstrukt;Melee Construct;Costrutto in mischia;Construcción cuerpo a cuerpo;近战构筑物;近接タワー建設;근접 구조물;Melee Construct;Konstrukcja do walki wręcz;Конструкт ближнего боя;Yakın Dövüş Yapısı;Побудова ближнього бою
SKILL_MELEE_HIT_DOUBLE_HIT;Double Hit;Doppelschlag;Coup double;Doppio colpo;Doble golpe;双重打击;ダブル・ヒット;이중 타격;Golpe duplo;Podwójne uderzenie;Двойной удар;Çifte Vuruş;Подвійний удар
SKILL_MELEE_HIT_SCATTER;Molten Hit;Geschmolzener Treffer;Coup de métal en fusion;Colpo di metallo fuso;Golpe de metal fundido;熔融打击;モルテン・ヒット;용암 타격;Golpe de metal fundido;Uderzenie roztopionego metalu;Расплавленный удар;Sıvı Metal Vuruşu;Розплавлений удар
SKILL_MELEE_EFFECT_GLARING;Glaring Light;Gleißendes Licht;Lumière éblouissante;Luce abbagliante;Luz deslumbrante;光耀;グレアリング・ライト;눈부신 빛;Luz de Glaring;Oślepiające światło;Ослепительный свет;Göz Kamaştıran Işık;Сліпуче світло
SKILL_MELEE_ATK_SCATTER;Blazing Strike;Glühender Schlag;Frappe ardente;Colpo infuocato;Golpe ardiente;燃烧之击;ブレイジング・ストライク;불타는 타격;Golpe abrasador;Uderzenie płomienia;Пламенный удар;Alevli Vuruş;Палаючий удар
SKILL_RANGE_HIT_SCATTER;Scattering Projectiles;Splitter-Projektile;Diffusion des projectiles;Spargimento di proiettili;Proyectiles de dispersión;分裂射击;スキャッタリング・プロジェクタイル;산란 투사체;Projécteis de dispersão;Pociski rozpraszające;Рассеивающие снаряды;Saçılan Mermiler;Розсіювальні снаряди
SKILL_RANGE_ATK_SCATTER;Scatter Cast;Splitter Fläche;Scatter Cast;Getto di dispersione;Reparto de la dispersión;散射射击;スキャッター・キャスト;스캐터 캐스트;Dispersão de elenco;Scatter Cast;Разбросанное литье;Dağılım Döküm;Розсіювальний камінь
SKILL_ATK_SCATTER;Scatter;Splitter;Diffusion;Spargimento;Dispersión;散点;飛散;분산;Dispersão;Rozproszenie;Разброс;Dağılım;Розкид
SKILL_RANGE_ATK_BLEEDING_SWIRL;Bleeding Swirl;Blutwirbel;Tourbillon de saignement;Vortice sanguinante;Remolino sangrante;腥红卫士;ブリーディング・スワール;출혈 소용돌이;Rodeio de Sangramento;Bleeding Swirl;Кровоточащий вихрь;Kanayan Girdap;Кривавий вихор
SKILL_MELEE_ATK_CLASH_OF_STEEL;Clash of Steel;Klirrender Stahl;Le choc des aciers;Scontro d'acciaio;Choque de Acero;钢铁风暴;クラッシュ・オブ・スティール;강철의 충돌;Clash de aço;Clash of Steel;Столкновение сталей;Çelik Çatışması;Брязкіт сталі
SKILL_MELEE_ATK_PIERCING_BLOW;Piercing Blow;Durchdringender Hieb;Coup de poing;Colpo penetrante;Golpe penetrante;崩山击;ピアッシング・ブロー;피어싱 타격;Sopro perfurante;Przeszywający cios;Пронзающий удар;Delici Darbe;Пронизливий удар
SKILL_MELEE_ATK_WIND_SHOCK;Wind Shock;Windstoß;Choc des vents;Shock da vento;Choque de viento;飓风破;ウインド・ショック;바람 충격;Choque de Vento;Szok Wiatru;Удар ветра;Rüzgar Şoku;Шок вітру
SKILL_MELEE_ATK_BLEEDING_BLADE;Bleeding Blade;Blutklinge;Lame de saignement;Lama sanguinante;Cuchilla sangrante;腥红风暴;ブリーディング・ブレード;블리딩 블레이드;Lâmina de Sangramento;Krwawiące ostrze;Кровоточащее лезвие;Kanayan Bıçak;Кровоточиве лезо
SKILL_RANGE_HIT_CUTTING_SHOT;Cutting Shot;Schnittschuss;Coup de feu;Colpo di taglio;Tiro de corte;切割射击;カッティング・ショット;커팅 샷;Tiro de corte;Cięcie;Режущий выстрел;Kesme Atışı;Ріжучий постріл
SKILL_MELEE_HIT_BURN;Burning Hit;Brennender Schlag;Coup de fouet;Colpo bruciante;Golpe en llamas;燃烧打击;バーニング・ヒット;불타는 타격;Atingido em chamas;Płonące trafienie;Горящий удар;Yanan Vuruş;Пекучий удар
SKILL_MELEE_ATK_BURN;Burning Attack;Brennender Angriff;Attaque brûlante;Attacco bruciante;Ataque en llamas;燃烧;バーニング・アタック;불타는 공격;Ataque de Queimadura;Burning Attack;Горящая атака;Yanan Saldırı;Палаюча атака
SKILL_RANGE_HIT_BURN;Burning Projectiles;Brennende Projektile;Projectiles brûlants;Proiettili infuocati;Proyectiles en llamas;燃烧瓶;バーニング・プロジェクタイル;불타는 발사체;Projécteis em combustão;Płonące pociski;Горящие снаряды;Yanan Mermiler;Палаючі снаряди
SKILL_RANGE_ATK_BURN;Burning Cast;Brennende Fläche;Burning Cast;Cast bruciante;Reparto en llamas;燃烧地面;バーニング・キャスト;불타는 캐스트;Elenco em chamas;Burning Cast;Горящий каст;Yanan Oyuncular;Пекучий камінь
SKILL_RANGE_HIT_EXPLODE;Exploding Projectile;Explodierender Schuss;Projectile explosif;Proiettile esplosivo;Proyectil explosivo;爆裂射击;エクスプローディング・プロジェクタイル;폭발 투사체;Projéctil Explosivo;Wybuchający pocisk;Взрывающийся снаряд;Patlayan Mermi;Вибуховий снаряд
SKILL_MELEE_HIT_EXPLODE;Explosive Hit;Explodierender Schlag;Coup explosif;Colpo esplosivo;Golpe explosivo;爆裂打击;エクスプロッシブ・ヒット;폭발 적중;Ataque explosivo;Wybuchowe trafienie;Взрывной удар;Patlayıcı Vuruş;Вибуховий удар
SKILL_MELEE_HIT_POISON;Poison Nova;Gift-Nova;Nova Poison;Veleno Nova;Poison Nova;淬毒;ポイズン・ノヴァ;독 노바;Veneno Nova;Poison Nova;Яд Нова;Poison Nova;Poison Nova
SKILL_RANGE_HIT_POISON;Poison Shot;Gift-Schuss;Tir de poison;Colpo di veleno;Tiro de Veneno;毒药瓶;ポイズン・ショット;독 사격;Tiro com veneno;Trujący strzał;Ядовитый выстрел;Zehirli Atış;Отруйний постріл
SKILL_MELEE_ATK_METEOR;Meteor Blow;Meteoritenschlag;Coup de météorite;Soffio di meteora;Golpe de meteorito;流星破;メテオ・ブロー;유성 타격;Sopro de Meteoro;Uderzenie meteoru;Удар метеора;Meteor Darbesi;Метеоритний удар
SKILL_RANGE_ATK_METEOR;Meteor Cast;Meteoriten Fläche;Lancer de météorites;Getto di meteoriti;Lanzamiento de meteoritos;星陨射击;メテオ・キャスト;유성 시전;Meteoro fundido;Meteor Cast;Метеоритный каст;Meteor Oyuncuları;Метеоритний кидок
SKILL_DEATH_FRAGMENT;Fragmentation;Zersplitterung;Fragmentation;Frammentazione;Fragmentación;分裂;フラグメンテーション;파편화;Fragmentação;Fragmentacja;Фрагментация;Parçalanma;Фрагментація
SKILL_PERMANENT_BLOOD_CIRCLE;Flood;Flut;Inondation;Alluvione;Inundación;洪水;フラッド;홍수;Inundação;Powódź;Наводнение;Sel;Потоп
SKILL_DODGE_CUT;Cutting Dodge;Schneidendes Ausweichen;Coupe dodge;Taglio dodge;Cortar dodge;切割闪避;斬撃回避;절단 회피;Dodge de corte;Cięcie Dodge'a;Резка Додж;Kesme Dodge;Ріжуче ухилення
SKILL_DODGE_SCATTER;Scattering Dodge;Splitter-Ausweichen;Diviseur dodge;Splitter dodge;Divisor dodge;散射闪避;飛散回避;산란 회피;Dodge de dispersão;Unik rozpraszający;Уклонение от рассеивания;Saçılma Sıyrılması;Ухилення від розсіювання
SKILL_DODGE_BURN;Blazing Dodge;Loderndes Ausweichen;Flamboyant dodge;Dodge fiammeggiante;Dodge ardent;燃烧闪避;燃焼回避;타오르는 닷지;Dodge em chamas;Blazing Dodge;Пылающий Додж;Blazing Dodge;Палаюче ухилення
SKILL_DODGE_EXPLODE;Exploding Dodge;Explosives Ausweichen;Exploding Dodge;Dodge esplosivo;Explotando Dodge;爆裂闪避;爆発回避;폭발 회피;Dodge explosiva;Eksplodujący Dodge;Взрывающийся Додж;Patlayan Dodge;Вибухове ухилення
SKILL_ATK_SPEED;Increased Attack Speed;Erhöhte Angriffsgeschwindigkeit;Augmentation de la vitesse d'attaque;Aumento della velocità di attacco;Aumento de la velocidad de ataque;提高攻击速度;攻撃速度増加;공격 속도 증가;Aumento da velocidade de ataque;Zwiększona szybkość ataku;Увеличенная скорость атаки;Artırılmış Saldırı Hızı;Збільшена швидкість атаки
SKILL_MELEE_DMG;Increased Melee Damage;Erhöhter Nahkampfschaden;Augmentation des dégâts de mêlée;Aumento del danno in mischia;Aumento del daño cuerpo a cuerpo;提高近战伤害;近接ダメージ増加;근접 공격력 증가;Aumento dos danos de Melee;Zwiększone obrażenia od broni białej;Увеличение урона от ближнего боя;Artırılmış Yakın Dövüş Hasarı;Збільшення шкоди в ближньому бою
SKILL_RANGE_ANGLE;Increased Shot Angle;Erhöhter Schusswinkel;Augmentation de l'angle de tir;Aumento dell'angolo di tiro;Mayor ángulo de tiro;提高射击扩散;投射物角度の増加;사격 각도 증가;Aumento do ângulo de disparo;Zwiększony kąt strzału;Увеличенный угол выстрела;Artırılmış Atış Açısı;Збільшений кут пострілу
SKILL_RANGE_MULTI;Multishot;Mehrfachschuss;Tir multiple;Colpo multiplo;Disparo múltiple;多重射击;マルチショット;멀티샷;Tiro múltiplo;Strzał wielokrotny;Множественный выстрел;Çoklu atış;Багатозарядний
SKILL_RANGE_ADD_BULLET;Additional Projectiles;Zusätzliches Projektil;Projectiles supplémentaires;Proiettili aggiuntivi;Proyectiles adicionales;多重射击;追加投射物;추가 발사체;Projécteis adicionais;Dodatkowe pociski;Дополнительные снаряды;Ek Mermiler;Додаткові снаряди
SKILL_HEALTH_MAX;Max Health;Maximale Lebenspunkte;Max Health;Max Salute;Max Health;最大生命值;最大ヘルス;최대 체력;Saúde Máxima;Max Health;Макс Хелс;Max Sağlık;Максимальне здоров'я
SKILL_ENERGY_MAX;Max Energy;Maximale Energie;Énergie maximale;Energia massima;Energía máxima;最大能量;最大エネルギー;최대 에너지;Energia Máxima;Max Energy;Максимальная энергия;Maksimum Enerji;Максимальна енергія
SKILL_ENDURANCE_MAX;Max Endurance;Maximale Ausdauer;Endurance maximale;Resistenza massima;Resistencia máxima;最大耐力值;最大エンデュランス;최대 지구력;Max Endurance;Maksymalna wytrzymałość;Максимальная выносливость;Maksimum Dayanıklılık;Максимальна витривалість
SKILL_DODGE_MAX;Max Dodge;Maximales Ausweichen;Dodge maximale;Dodge massima;Dodge máxima;最大闪避值;最大回避;최대 회피;Max Dodge;Max Dodge;Макс Додж;Max Dodge;Max Dodge
SKILL_DODGE;Dodge Mastery;Beherrschung des Ausweichens;Maîtrise de l’esquive;Maestria nell’evitare;Maestría en Esquiva;闪避精通;回避マスタリー;회피의 숙련;Maestria em Esquiva;Mistrzostwo w Uniku;Мастерство уклонения;Kaçış Ustalığı;Майстерність ухилення
SKILL_ENERGY;Additional Energy;Zusätzliche Energie;Énergie supplémentaire;Energia aggiuntiva;Energía adicional;额外能量;エネルギー追加;추가 에너지;Energia adicional;Dodatkowa energia;Дополнительная энергия;Ekstra Enerji;Додаткова енергія
SKILL_ENDURANCE;Additional Endurance;Zusätzliche Ausdauer;Endurance supplémentaire;Resistenza aggiuntiva;Resistencia adicional;额外耐力;エンデュランス追加;추가 인내력;Resistência adicional;Dodatkowa wytrzymałość;Дополнительная выносливость;Ekstra Dayanıklılık;Додаткова витривалість
SKILL_ENERGY_REG;Energy Regeneration;Energie-Regeneration;Régénération de l'énergie;Rigenerazione dell'energia;Regeneración de energía;能量恢复;エネルギー・リジェネレーション;에너지 재생;Regeneração de energia;Regeneracja energii;Регенерация энергии;Enerji Yenileme;Регенерація енергії
SKILL_ENDURANCE_REG;Endurance Regeneration;Ausdauer-Regeneration;Régénération de l'endurance;Rigenerazione della resistenza;Regeneración de la resistencia;耐力恢复;エンデュランス・リジェネレーション;지구력 재생;Regeneração por resistência;Regeneracja wytrzymałości;Регенерация выносливости;Dayanıklılık Yenilenmesi;Регенерація витривалості
SKILL_DODGE_REG;Dodge Regeneration;Ausweichen-Regeneration;Dodge régénération;Rigenerazione di dodge;Regeneración de dodge;闪避恢复;回避リジェネレーション;회피 에너지 재생;Regeneração de Dodge;Regeneracja Dodge'a;Регенерация Доджа;Dodge Rejenerasyon;Регенерація ухилення
SKILL_AOE_INCREASE;Increased Area of Effect;Vergrößerter Wirkungsbereich;Augmentation de la zone d'effet;Aumento dell'area d'effetto;Mayor área de efecto;提高AOE大小;効果範囲増加;효과 범위 증가;Aumento da Área de Efeito;Zwiększony obszar działania;Увеличенная зона действия;Artırılmış Etki Alanı;Збільшена зона дії
SKILL_PET_DMG;Empowered Companions;Verstärkte Gefährten;Des compagnons autonomes;Compagni di viaggio potenziati;Compañeros empoderados;强化同伴;コンパニオン強化;강화된 동료;Companheiros capacitados;Empowered Companions;Раскрепощенные компаньоны;Güçlendirilmiş Yol Arkadaşları;Посилені супутники
SKILL_RANGE_SPEED;Increased Projectile Range;Erhöhte Projektilreichweite;Augmentation de la portée des projectiles;Aumento della gittata del proiettile;Mayor alcance de los proyectiles;提高射程;射程距離増加;투사체 사거리 증가;Aumento do alcance do projéctil;Zwiększony zasięg pocisku;Увеличенная дальность полета снаряда;Artırılmış Mermi Menzili;Збільшена дальність польоту снарядів
SKILL_RANGE_DMG;Increased Projectile Damage;Erhöhter Projektilschaden;Augmentation des dommages par projectile;Aumento dei danni dei proiettili;Aumento del daño de los proyectiles;提高远程伤害;投射ダメージ増加;투사체 피해 증가;Aumento dos danos em projécteis;Zwiększone obrażenia od pocisków;Повышенный урон от снарядов;Artırılmış Mermi Hasarı;Збільшена шкода від снарядів
SKILL_MOVE_SPEED;Increased Movementspeed;Erhöhte Bewegungsgeschwindigkeit;Augmentation de la vitesse de déplacement;Aumento della velocità di movimento;Aumento de la velocidad de movimiento;提高移动速度;移動速度増加;이동 속도 증가;Aumento da velocidade dos movimentos;Zwiększona prędkość ruchu;Увеличение скорости передвижения;Artan Hareket Hızı;Збільшена швидкість пересування
SKILL_CONDITION_DMG;Increased Condition Damage;Verstärkter Zustandsschaden;Augmentation des dommages causés par la condition;Aumento del danno da condizione;Aumento del daño de la condición;条件损害增加;状態異常ダメージ増加;상태 피해 증가;Aumento do dano por condição;Zwiększone uszkodzenia kondycji;Повышенное повреждение состояния;Artan Kondisyon Hasarı;Збільшена шкода від стану
SKILL_COLLECT_RANGE;Increased Collect Range;Erhöhte Sammelreichweite;Gamme de collecte augmentée;Aumento della portata di raccolta;Mayor alcance de recogida;增加收集范围;取得範囲増加;수집 범위 증가;Aumento do alcance da recolha;Zwiększony zasięg zbierania;Увеличенный диапазон сбора;Artırılmış Toplama Aralığı;Збільшена дальність збору
SKILL_LIFE_LEECH;Life Leech;Lebensentzug;Sangsue de vie;Vita di sanguisuga;Vida sanguijuela;生命蛭;ライフ吸収;생명 거머리;Sanguessuga da vida;Pijawka życia;Пиявка жизни;Yaşam Sülüğü;П'явка життя
;;;;;;;;;;;;;
SKILL_ATK_CINDERFALL;Cinderfall;Aschefall;Chute-Cendres;Pioggia di Brace;Lluvia de Cenizas;灰烬坠落;シンダーフォール;잿불낙하;Quedacinas;Spada Popiołów;Пеплопад;Kor Yağmuru;Падіння Попелу
SKILL_ATK_LIFE_LEECH_CIRCLE;Sanguine Leech;Blut-Entzug;Sangsue Sanguine;Sanguisuga Sanguigna;Sanguijuela Sangrienta;血红蚂蟥;サングイン・リーチ;피의 거머리;Sanguessuga Rubra;Krwawa Pijawka;Кровавая Пиявка;Kanlı Sülük;Сангвінічна п'явка
SKILL_ATK_LIFE_LEECH_CIRCLE_DESC;Each attack has a chance to spawn a sanguine circle that leeches 1 life when defeating an enemy inside the circle.;Jeder Angriff hat eine Chance, einen blutroten Kreis zu erzeugen, der 1 Leben absorbiert, wenn ein Gegner darin besiegt wird.;Chaque attaque a une chance de créer un cercle sanguin qui aspire 1 point de vie lorsqu'un ennemi à l'intérieur est vaincu.;Ogni attacco ha la possibilità di creare un cerchio sanguigno che ruba 1 punto vita quando un nemico al suo interno viene sconfitto.;Cada ataque tiene la posibilidad de generar un círculo sangriento que absorbe 1 de vida al derrotar a un enemigo dentro de él.;每次攻击有几率生成一个血红圆圈，击败圈内敌人时吸取1点生命。;各攻撃ごとに、敵を円の中で倒すと1ライフを吸収するサングイン・サークルが出現することがあります。;각 공격마다 원 안의 적을 처치하면 생명을 1 흡수하는 혈흔 원을 생성할 확률이 있습니다.;Cada ataque tem chance de criar um círculo sanguíneo que drena 1 ponto de vida ao derrotar um inimigo dentro dele.;Każdy atak ma szansę stworzyć krwawy krąg, który wysysa 1 punkt życia po pokonaniu wroga wewnątrz.;Каждая атака может создать кровавый круг, который поглощает 1 единицу жизни при убийстве врага внутри.;Her saldırı, içindeki düşmanı yenince 1 can emen kanlı bir daire oluşturma şansına sahiptir.;Кожна атака має шанс породити сангвінічне коло, яке п'явить 1 життя, якщо перемогти ворога всередині кола.
SKILL_ATK_CYCLONE_HAMMER;Cyclone Hammer;Wirbelhammer;Marteau Cyclonique;Martello Ciclone;Martillo Ciclónico;旋风之锤;サイクロン・ハンマー;사이클론 해머;Martelo Ciclone;Młot Cyklonu;Циклонный Молот;Kasırga Çekici;Циклонний молот
SKILL_ATK_BLEEDING_BURST;Sanguine Slash;Blutiger Schlag;Tranche sanglante;Fendente sanguigno;Tajo Sanguinario;阴阳斩;サングイン・スラッシュ;상쾌한 슬래시;Corte Sanguíneo;Sanguine Slash;Sanguine Slash;Sanguine Slash;Сангвінічний поріз
SKILL_HIT_LIGHT_RAY;Light Ray;Lichtstrahl;Rayon lumineux;Raggio di luce;Rayo de luz;光线;ライト・レイ;광선;Raio de luz;Promień światła;Луч света;Işık Işını;Промінь світла
SKILL_ATK_PET_SUMMON_BEAR;Call Bear;Bär rufen;Appeler un ours;Chiamare un orso;Llamar oso;召唤熊;熊召喚;곰 호출;Chama o urso;Zadzwoń do Niedźwiedzia;Звонок Медведю;Çağrı Ayı;Заклик ведмедя
SKILL_ATK_LIGHTNING_STRIKE;Lightning Strike;Blitzschlag;Coup de foudre;Colpo di fulmine;Rayo de descarga;闪电攻击;ライトニング・ストライク;번개 공격;Ataque relâmpago;Uderzenie pioruna;Удар молнии;Yıldırım Çarpması;Удар блискавки
SKILL_HIT_LIGHTNING_STRIKE;Lightning Hit;Blitztreffer;Coup de foudre;Colpo di fulmine;Rayo de descarga;闪电攻击;ライトニング・ヒット;번개 공격;Ataque relâmpago;Uderzenie pioruna;Удар молнии;Yıldırım Çarpması;Удар блискавки
SKILL_ATK_DISCHARGE;Discharge;Entladen;Décharge;Scarica;Descarga;放电;ディスチャージ;방전;Descarga;Wyładowanie;Разрядка;Tahliye;Розряд
SKILL_HIT_DISCHARGE;Discharge;Entladen;Décharge;Scarica;Descarga;放电;ディスチャージ;방전;Descarga;Wyładowanie;Разрядка;Tahliye;Розряд
SKILL_HIT_DEATH_BURST;Bursting Hit;Berstender Treffer;Frappe en rafale;Colpo a raffica;Ataque en ráfaga;爆发性打击;バースト・ヒット;파열 타격;Atingido em explosão;Bursting Hit;Взрывной удар;Patlayan Vuruş;Розривний удар
SKILL_ATK_DEATH_BURST;Bursting Attack;Berstender Angriff;Attaque en rafale;Attacco a raffica;Ataque de Ráfaga;爆裂的攻击;バースト・アタック;파열 공격;Ataque de Rebentamento;Rozrywający atak;Взрывная атака;Patlama Saldırısı;Розривна атака
SKILL_ATK_PET_SUMMON_BURST;Ravaging Companion;Verwüstender Gefährte;Compagnon Bursting;Compagno di scoppio;Compañero de Ráfaga;爆裂的同伴;ラヴェリング・コンパニオン;파괴하는 동료;Companheiro voraz;Ravaging Companion;Буйный компаньон;Yıkıcı Yoldaş;Руйнівний супутник
SKILL_ATK_PET_SUMMON_SPIDER;Spider Companion;Spinnen-Gefährte;Compagnon araignée;Compagno ragno;Compañero araña;蜘蛛伙伴;スパイダー・コンパニオン;거미 동료;Companheiro Aranha;Spider Companion;Спутник паука;Örümcek Arkadaş;Супутник павука
SKILL_ATK_PET_SUMMON_WOLF;Wolf Companion;Wolf-Gefährte;Compagnon loup;Compagno lupo;Compañero lobo;狼伴侣;ウルフ・コンパニオン;늑대 동료;Companheiro de lobo;Wolf Companion;Спутник волка;Kurt Yoldaş;Вовк-помічник
SKILL_ATK_PET_SUMMON_RANGE_PET;Falcon Companion;Falken-Gefährte;Compagnon faucon;Compagno falco;Compañero halcón;猎鹰伙伴;ファルコン・コンパニオン;매 동료;Falcão Companheiro;Towarzysz Sokół;Спутник Сокол;Şahin Yoldaş;Сокіл-супутник
SKILL_ATK_PET_SUMMON_CHICKEN;Chicken Companion;Huhn-Gefährte;Compagnon Poulet;Compagno Pollo;Compañero Pollo;鸡伙伴;チキン・コンパニオン;닭 동료;Companheiro de frango;Chicken Companion;Куриный компаньон;Tavuk Arkadaşı;Курячий супутник
