id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr;uk
ACHIEV_SWAMP_UNLOCK;Unlocks the swamps;Schaltet die Sümpfe frei;Déverrouiller les marécages;Sblocca le paludi;Desbloquea los pantanos;解开沼泽地的锁;Unlock the swamps;늪지대를 잠금 해제합니다.;Desbloqueia os pântanos;Odblokowuje bagna;Разблокирует болота;Bataklıkların kilidini açar;Відкриває болота
ACHIEV_VOID_UNLOCK;Unlocks the void;Schaltet die Leere frei;Déverrouiller le vide;Sblocca il vuoto;Desbloquea el vacío;开启虚空之门;Unlocks the void;공허를 잠금 해제합니다.;Desbloqueia o vazio;Odblokowuje pustkę;Разблокирует пустоту;Boşluğun kilidini açar;Відкриває порожнечу
ACHIEV_CAVE_UNLOCK;Unlocks the caves;Schaltet die Höhlen frei;Unlocks les grottes;Sblocca le grotte;Desbloquea las cuevas;解锁山洞;洞窟のロック解除;동굴을 잠금 해제합니다.;Desbloqueia as cavernas;Odblokowuje jaskinie;Открывает пещеры;Mağaraların kilidini açar;Відкрити печери
ACHIEV_AEODRA_UNLOCK;Unlocks the aeodra arena;Schaltet die Aeodra-Arena frei;Déverrouille l'arène d'aeodra;Sblocca l'arena di Eodra;Desbloquea la arena de aeodra;解锁Aeodra竞技场;アイオドラアリーナのロック解除;에오드라 경기장을 잠금 해제합니다.;Desbloqueia a arena de aeodra;Odblokowuje arenę aeodra;Открывает арену Эодры;Aeodra arenasının kilidini açar;Відкриває арену Еодри
;;;;;;;;;;;;;
ACHIEV_DAGGER;Dagger;Dolch;Poignard;Pugnale;Daga;匕首;ダガー;단검;Adaga;Sztylet;Кинжал;Hançer;Кинджал
ACHIEV_GREATSWORD;Greatsword;Großschwert;Épée grecque;Spada;Espada;大剑;グレートソード;대검;Grandes palavras-chave;Wielki miecz;Великий меч;Büyük Kılıç;Великий меч
ACHIEV_FLAIL;Flail;Morgenstern;Fléau;Fioretto;Mayal;扇形剑;フレイル;도리깨;Flail;Flail;Flail;Flail;Булава
ACHIEV_SCYTHE;Scythe;Sense;faux;Falce;Guadaña;镰刀;大鎌;낫;Scythe;Kosa;Коса;Tırpan;Коса
ACHIEV_PHOENIX_SWORD;Sword of the Phoenix;Schwert des Phönix;Épée du phénix;Spada della Fenice;Espada del Fénix;凤凰之剑;ソード・オブ・ザ・フェニックス;불사조의 검;Espada da Fênix;Miecz Feniksa;Меч Феникса;Anka Kuşunun Kılıcı;Меч Фенікса
ACHIEV_HAMMER;Hammer;Hammer;Marteau;Martello;Martillo;锤子;ハンマー;망치;Martelo;młotek;молот;Çekiç;Молот
ACHIEV_MAGIC_SHIELD;Magic Shield;Magischer Schild;Bouclier magique;Scudo magico;Escudo mágico;魔法盾牌;マジックシールド;마법 방패;Escudo Mágico;Magiczna tarcza;Магический щит;Sihirli Kalkan;Магічний щит
ACHIEV_ELDER_CLUB;Elder Club;Uralte Keule;Club des anciens;Mazza dell'Anziano;Garrote de Anciano;长老会;エルダークラブ;장로 클럽;Clube dos Anciãos;Klub Starszych;Клуб старейшин;Yaşlılar Kulübü;Булава старійшини
ACHIEV_SPEAR;Spear;Speer;Lance;Lancia;Lanza;长矛;スピア;창;Lança;Włócznia;Копье;Mızrak;Спис
ACHIEV_BLEEDING_STAR;Bleeding Star;Blut-Stern;Étoile saignante;Stella Sanguinante;Estrella sangrante;流血之星;ブリーディングスター;출혈하는 별;Estrela Sangrenta;Bleeding Star;Кровоточащая звезда;Kanayan Yıldız;Кровоточива зірка
ACHIEV_AMBER;Ember;Glut;Ambre;Ambra;Ámbar;琥珀;アンバー;앰버;Âmbar;Bursztyn;Эмбер;Amber;Вугілля
ACHIEV_STING;Sting;Stachel;Dard;Pungiglione;Aguijón;刺痛;スティング;스팅;Ferrão;Sting;Стинг;Sting;Жало
ACHIEV_GNARLY_MACE;Gnarly Mace;Knorrige Keule;Masse noueuse;Mazza Nodosa;Maza nudosa;粗糙长矛;ニョロニョロメイス;거친 철퇴;Gnarly Mace;Gnarly Mace;Гнарли Мейс;Gnarly Mace;Булава Гнарлі
ACHIEV_RIPPING_AXE;Ripping Axe;Reißende Axt;Hache déchirante;Ascia da strappo;Hacha desgarradora;撕裂的斧头;リッピングアックス;찢어지는 도끼;Machado de Maturação;Siekiera rozpruwająca;Разрывной топор;Yırtma Baltası;Руйнівна сокира
ACHIEV_SUGAR_STICK;Sugar Stick;Zuckerstange;Bâton de sucre;Bastone di zucchero;Palo de azúcar;糖果棒;シュガースティック;설탕 스틱;Sugar Stick;Sugar Stick;Сахарная палочка;Şeker Çubuğu;Цукрова паличка
ACHIEV_BEAR_CALLER;Bear Caller;Bärenrufer;Appeau à ours;Richiamo dell'Orso;Llamador de osos;唤熊者;ベアコーラー;곰 호출자;Chamador do Urso;Bear Caller;Медвежий зов;Ayı Arayan;Ведмежий покликун
ACHIEV_FROZEN_VESSEL;Frozen Vessel;Gefrorenes Gefäß;Vaisseau gelé;Vaso ghiacciato;Recipiente helado;冰冻容器;凍った器;얼어붙은 용기;Recipiente Congelado;Zamrożony statek;Замороженное судно;Dondurulmuş Gemi;Заморожена посудина
ACHIEV_BALLISTIC_BARKWOOD;Ballistic Barkwood;Ballistisches Rindenholz;Bois d'écorce balistique;Barkwood balistico;Balista Barkwood;弹道巴克伍德;バリスティック・バークウッド;탄도 바크우드;Barkwood balístico;Ballistic Barkwood;Баллистическое дерево;Balistik Barkwood;Балістична кора
ACHIEV_POISONED_BLIGHT;Poisoned Blight;Giftbrand;Fléau empoisonné;Pericolo avvelenato;Tizón envenenado;中毒疫病;ポイズン・ブライト;중독된 역병;Praga envenenada;Zatruta zaraza;Отравленный свет;Zehirli Yanıklık;Отруйний фітофтороз
ACHIEV_EARTHSHAPER;Earthshaper;Erdformer;Façonneur de terre;Modellatore della terra;Earthshaper;地球塑造者;アースシェイパー;어스쉐이퍼;Modelador de Terra;Earthshaper;Закройщик Земли;Toprak Şekillendirici;Землероб
ACHIEV_MOON_BLADE;Moonblade;Mondklinge;Lame de lune;Lama di luna;Moonblade;月刃;ムーンブレイド;문블레이드;Lâmina da Lua;Moonblade;Moonblade;Moonblade;Місячний клинок
ACHIEV_GLOOMTIDE;Gloomtide;Dämmerflut;Gloomtide;Gloomtide;Gloomtide;阴暗潮汐;グロムタイド;글룸타이드;Gloomtide;Gloomtide;Gloomtide;Gloomtide;Похмурий приплив
ACHIEV_ABYSSAL_HUNGER;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Безодня голоду
ACHIEV_EMBERFORGE;Emberforge;Glutschmiede;Emberforge;Forgia d'ambra;Fragua de ascuas;微光锻造;エンバーフォージ;엠버포지;Forja de brasas;Emberforge;Emberforge;Emberforge;Вугільна кузня
ACHIEV_LIGHT_PIERCER;Light Piercer;Lichtdurchbohrer;Perceur de lumière;Piercer della luce;Perforador de luz;光穿刺者;ライトピアッサー;라이트 피어서;Perfurador de Luz;Przebijak światła;Пронзитель света;Işık Delici;Світловий пронизувач
ACHIEV_SEALBREAKER;Sealbreaker;Siegelbrecher;Brise-scellés;Spezzafoca;Rompefocas;破封者;シールブレイカー;실브레이커;Quebra-selos;Łamacz pieczęci;Разрушитель печатей;Sealbreaker;Зламувач печаток
ACHIEV_BONEBREAKER;Bonebreaker;Knochenbrecher;Brise-os;Spezzaossa;Rompehuesos;碎骨者;ボーンブレーカー;본브레이커;Quebra-ossos;Łamacz kości;Разрушитель костей;Bonebreaker;Bonebreaker
ACHIEV_PITCH_FORK;Pitch Fork;Heugabel;Fourche à Pitch;Forca da pece;Bifurcador;沥青叉;ピッチフォーク;피치 포크;Forquilha;Pitch Fork;Вилка для питча;Pitch Fork;Pitch Fork
ACHIEV_SANGUINE_BLADE;Sanguine Blade;Blutrote Klinge;Lame Sanguine;Lama Sanguigna;Espada Sanguínea;血红之刃;血の刃;피의 검;Lâmina Rubra;Krwawy Miecz;Кровавый Клинок;Kanlı Kılıç;Сангвінічний клинок
ACHIEV_MOLTENEDGE;Moltenedge;Glutklinge;Lame-Fusion;Lama Fusa;Filo Fundido;熔刃;モルテンエッジ;용암칼날;Lâmina Fusão;Rozżarzona Krawędź;Расплавленный Клинок;Lavkesiği;Розплавлений Клинок
ACHIEV_SHARDPIERCER;Shardpiercer;Splitterbohrer;Perce-Éclats;Perforascaglia;Traspasa Fragmentos;穿碎者;シャードピアサー;파편관통자;Perfuracacos;Przeszywacz Odłamków;Пронзающий Осколки;Parça Delici;Проколювач Уламків
ACHIEV_SUNDERBOW;Sunderbow;Sunderbogen;Sunderbow;Sunderbow;Sunderbow;裂空弓;サンダーボウ;선더보우;Sunderbow;Sunderbow;Сандербоу;Sunderbow;Сандербоу
ACHIEV_SHATTERSPIRE;Shatterspire;Splitterturm;Brise-Éclats;Frantumaspine;Rompeaguijón;破碎之塔;シャッタースパイア;섀터스파이어;Quebraespinhos;Roztrzaskana Iglica;Разрушитель шпиля;Kırıkzirve;Розколота Вежа
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
ACHIEV_DARK_STAFF;Dark Staff;Stab der Dunkelheit;Bâton sombre;Bastone scuro;Bastón Oscuro;黑杖;ダークスタッフ;어둠의 지팡이;Pessoal das Trevas;Mroczny personel;Темный посох;Karanlık Asa;Темний Посох
ACHIEV_ICE_STAFF;Ice Staff;Eis-Stab;Bâton de glace;Bastone di ghiaccio;Bastón de hielo;冰杖;アイススタッフ;얼음 지팡이;Pessoal do gelo;Ice Staff;Ледяной посох;Buz Personeli;Крижаний посох
ACHIEV_BOW;Bow;Bogen;Arc;Arco;Arco;弓箭;弓;활;Arco;Łuk;Лук;Yay;Лук
ACHIEV_FOCUS;Focus;Fokus;Focalisation;Fuoco;Foco;焦点;フォーカス;Focus;Enfoque;Skupienie;Фокус;Odaklanma;Зосередьтеся
ACHIEV_PHOENIX_STAFF;Staff of the Phoenix;Stab des Phönix;Bâton du Phénix;Bastone della Fenice;Báculo del Fénix;凤凰之杖;フェニックスのスタッフ;불사조의 지팡이;Pessoal da Phoenix;Personel Feniksa;Персонал Феникса;Anka Kuşu Personeli;Посох Фенікса
ACHIEV_THROWING_AXE;Throwing Axe;Wurfaxt;Hache de jet;Ascia da lancio;Hacha Arrojadiza;投掷斧头;スロイングアックス;던지는 도끼;Machado de arremesso;Topór do rzucania;Метательный топор;Fırlatılan Balta;Метальна сокира
ACHIEV_THROWING_SPEAR;Throwing Spear;Wurfspeer;Lance;Lancia da lancio;Lanza Arrojadiza;投掷长矛;スロウイングスピア;던지는 창;Lança de arremesso;Włócznia do rzucania;Метательное копье;Fırlatılan Mızrak;Метальний спис
ACHIEV_EMERALD_STAFF;Emerald Staff;Smaragdstab;Bâton d'émeraude;Bastone di smeraldo;Bastón de Esmeralda;绿宝石杖;エメラルドスタッフ;에메랄드 지팡이;Pessoal Esmeralda;Emerald Staff;Изумрудный персонал;Zümrüt Personel;Смарагдовий посох
ACHIEV_LIGHTNING_STAFF;Lightning Staff;Blitz-Stab;Bâton de foudre;Bastone del fulmine;Bastón del Rayo;闪电法杖;ライトニングスタッフ;번개 지팡이;Pessoal de raio;Lightning Staff;Персонал Молнии;Yıldırım Personeli;Блискавичний посох
ACHIEV_ICE_FOCUS;Ice Focus;Eis-Fokus;Focalisation de glace;Fuoco di ghiaccio;Foco de Hielo;冰雪聚焦;アイスフォーカス;얼음 집중;Foco no gelo;Ice Focus;Ледяной фокус;Buz Odağı;Крижаний фокус
ACHIEV_SLINGSHOT;Sling Shot;Schleuder;Tir de fronde;Colpo di fionda;Tiro con honda;吊索射击;スリングショット;슬링 샷;Tiro de Funda;Sling Shot;Выстрел из пращи;Sapan Atışı;Постріл з пращі
ACHIEV_UNSTABLE_POTION;Unstable Potion;Instabiler Trank;Potion instable;Pozione Instabile;Poción Inestable;不稳定的药水;アンステーブルポーション;불안정한 물약;Poção Instável;Niestabilna mikstura;Нестабильное зелье;Kararsız İksir;Нестійке зілля
ACHIEV_CINNAMON_STAR;Cinnamon Star;Zimtstern;Étoile de cannelle;Stella di cannella;Estrella canela;肉桂之星;シナモンスター;시나몬 스타;Estrela de canela;Cinnamon Star;Звезда корицы;Tarçın Yıldızı;Корична зірка
ACHIEV_DAROKIN_STAFF;Darokin's Staff;Darokins Stab;Bâton de Darokin;Bastone di Darokin;Báculo de Darokin;达洛金之杖;ダロキンのスタッフ;다로킨의 지팡이;O pessoal de Darokin;Personel Darokina;Штаб Дарокина;Darokin'in Personeli;Посох Дарокіна
