id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr;uk
TUT_MOVE_CONTROLLER;"""Left Stick"" \n MOVE";"""Linker Stick"" \n BEWEGEN";"""Stick gauche"" \n MOVE";"""Bastone sinistro"" \n MUOVI";"""Palo izquierdo"" \n MOVER";"""左棒"" \n 移动";「左スティック」 \n MOVE;왼쪽 스틱 \n MOVE;Bastão Esquerdo \n MOVE;"""Lewy drążek"" \RUCH";"""Левая палочка"" \MOVE";"""Sol Çubuk"" \HAREKET";«Лівий стік» \n MOVE
TUT_MOVE_MOUSE;MOVE;BEWEGEN;MOVE;MUOVERSI;MOVER;移动;ムーヴ;MOVE;MOVE;RUCH;ПЕРЕМЕСТИТЬ;HAREKET;MOVE
TUT_ACTIVATE_ABILITY_KEYS;Active Ability;Aktive Fähigkeit;Capacité active;Capacità attiva;Habilidad Activa;主动能力;アクティブアビリティ;액티브 어빌리티;Capacidade ativa;Aktywna zdolność;Активные способности;Aktif Yetenek;Активна здатність
TUT_ACTIVATE_ABILITY_CONTROLLER;Active Ability;Aktive Fähigkeit;Capacité active;Capacità attiva;Habilidad Activa;主动能力;アクティブアビリティ;액티브 어빌리티;Capacidade ativa;Aktywna zdolność;Активные способности;Aktif Yetenek;Активна здатність
TUT_ACTIVATE_ABILITY_MOUSE;Active Ability;Aktive Fähigkeit;Capacité active;Potere attivo;Habilidad Activa;主动能力;アクティブ能力;액티브 어빌리티;Capacidade ativa;Aktywna zdolność;Активные способности;Aktif Yetenek;Активна здатність
TUT_DODGE_KEYS;DODGE + MOVE;AUSWEICHEN + BEWEGEN;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;УХИЛЕННЯ + РУХ
TUT_DODGE_CONTROLLER;DODGE + MOVE;AUSWEICHEN + BEWEGEN;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;DODGE + MOVE;УХИЛЕННЯ + РУХ
TUT_DODGE_MOUSE;DODGE;AUSWEICHEN;DODGE;DODGE;DODGE;道奇;DODGE;DODGE;DODGE;DODGE;DODGE;DODGE;УХИЛИТИСЯ
TUT_ATTACK_KEYS;ATTACK;ANGREIFEN;ATTAQUE  ;ATTACCO;ATAQUE;攻击;アタック;공격;ATTACK;ATAK;АТАКА;SALDIRI;АТАКА
TUT_ATTACK_CONTROLLER;ATTACK;ANGREIFEN;ATTAQUE  ;ATTACCO;ATAQUE;攻击;アタック;공격;ATTACK;ATAK;АТАКА;SALDIRI;АТАКА
TUT_ATTACK_MOUSE;"ATTACK ""Mouse Aim"" or \n arrow keys";"ANGREIFEN \n""Linke Maustaste"" oder \n""Pfeiltasten""";"ACCÉDER ""Bouton gauche de la souris"" ou \n ""touches fléchées""";"ATTACCO \n""Pulsante sinistro del mouse"" o \n""Tasti freccia""";"ATAQUE \n""Botón izquierdo del ratón""  o \n""Teclas de flecha""";"攻击 \n""鼠标左键 ""或 \n""方向键""";"アタッチ ""マウスの左ボタン ""または 「矢印キー";마우스 왼쪽 버튼' 또는 '화살표 키' 액세스;"ACESSO ""Botão esquerdo do rato"" ou \n ""Teclas de setas""";"ATTACK ""Celowanie myszą"" lub klawisze strzałek \n";"АТАКА ""Прицел мыши"" или клавиши со стрелками \n";"SALDIRI ""Fare Nişan Al"" veya \n ok tuşları";АТАКУВАТИ «Mouse Aim» або \n клавіші зі стрілками
TUT_WEAPON_CHANGE_KEYS;CHANGE WEAPON;WAFFE WECHSELN;CHANGER D'ARME;CAMBIO ARMA;CAMBIAR ARMA;切换武器;チェンジウェポン（CHANGE WEAPON;무기 변경;ALTERAÇÃO DE ARMADILHAS;ZMIANA BRONI;ИЗМЕНИТЬ ОРУЖИЕ;SİLAH DEĞİŞTİR;ЗМІНИТИ ЗБРОЮ
TUT_WEAPON_CHANGE_CONTROLLER;CHANGE WEAPON;WAFFE WECHSELN;CHANGER D'ARME;CAMBIO ARMA;CAMBIAR ARMA;切换武器;チェンジウェポン（CHANGE WEAPON;무기 변경;ALTERAÇÃO DE ARMADILHAS;ZMIANA BRONI;ИЗМЕНИТЬ ОРУЖИЕ;SİLAH DEĞİŞTİR;ЗМІНИТИ ЗБРОЮ
TUT_WEAPON_CHANGE_MOUSE;CHANGE WEAPON;WAFFE WECHSELN;CHANGER D'ARME;CAMBIO ARMA;CAMBIAR ARMA;切换武器;チェンジウェポン（CHANGE WEAPON;무기 변경;ALTERAÇÃO DE ARMADILHAS;ZMIANA BRONI;ИЗМЕНИТЬ ОРУЖИЕ;SİLAH DEĞİŞTİR;ЗМІНИТИ ЗБРОЮ
TUT_ZOOM_KEYS;"""Mouse Wheel"" \n ZOOM";Mausrad \n ZOOM;Molette de la souris \n ZOOM;Rotella del mouse \n ZOOM;Rueda del ratón \N - ZOOM;Mouse Wheel （鼠标滚轮） ZOOM;"""マウスホイール"" \n ZOOM";"""마우스 휠"" \n ZOOM";"""Roda do Rato"" \n ZOOM";"""Kółko myszy"" \ ZOOM";"""Колесико мыши""\n ZOOM";"""Fare Tekerleği"" \n ZOOM";«Коліщатко миші» \n МАСШТАБ
TUT_ZOOM_MOUSE;"""Mouse Wheel"" \n ZOOM";Mausrad \n ZOOM;Molette de la souris \n ZOOM;Rotella del mouse \n ZOOM;Rueda del ratón \n ZOOM;Mouse Wheel （鼠标滚轮） ZOOM;"""マウスホイール"" \n ZOOM";"""마우스 휠"" \n ZOOM";"""Roda do Rato"" \n ZOOM";"""Kółko myszy"" \ ZOOM";"""Колесико мыши""\n ZOOM";"""Fare Tekerleği"" \n ZOOM";«Коліщатко миші» \n ZOOM
TUT_ZOOM_CONTROLLER;"""Dpad left/right"" \n ZOOM";D-Pad links/rechts \n ZOOM;Pavé numérique gauche/droite \n ZOOM;Dpad sinistra/destra \n ZOOM;Dpad izquierda/derecha \N - ZOOM;Dpad left/right （鼠标左/右） ZOOM;"""Dpad左/右"" \n ZOOM";"""D패드 왼쪽/오른쪽"" \n ZOOM";"""Dpad esquerda/direita"" \n ZOOM";"""Dpad lewo/prawo"" \n ZOOM";"""Dpad влево/вправо"" \n ZOOM";"""Dpad sol/sağ"" \n ZOOM";«Dpad вліво/вправо» \n ZOOM
TUT_SKILL_TREE_KEYS;OPEN SKILLTREE;Skilltree öffnen;Ouvrir Skilltree;Apri Skilltree;Abrir Skilltree;打开技能树;OPEN SKILLTREE（オープンスキルツリー;스킬트리 열기;HABILITAÇÃO ABERTA;OTWARTE DRZEWO UMIEJĘTNOŚCI;ОТКРЫТЫЙ СКИЛЛТРИ;AÇIK BECERİ AĞACI;ВІДКРИТИ ДЕРЕВО ВМІНЬ
TUT_SKILL_TREE_CONTROLLER;OPEN SKILLTREE;Skilltree öffnen;Ouvrir Skilltree;Apri Skilltree;Abrir Skilltree;打开技能树;OPEN SKILLTREE（オープンスキルツリー;스킬트리 열기;HABILITAÇÃO ABERTA;OTWARTE DRZEWO UMIEJĘTNOŚCI;ОТКРЫТЫЙ СКИЛЛТРИ;AÇIK BECERİ AĞACI;ВІДКРИТИ ДЕРЕВО ВМІНЬ
TUT_SKILL_TREE_MOUSE;OPEN SKILLTREE;Skilltree öffnen;Ouvrir Skilltree;Apri Skilltree;Abrir Skilltree;打开探路者;OPEN SKILLTREE（オープンスキルツリー;스킬트리 열기;HABILITAÇÃO ABERTA;OTWARTE DRZEWO UMIEJĘTNOŚCI;ОТКРЫТЫЙ СКИЛЛТРИ;AÇIK BECERİ AĞACI;ВІДКРИТИ ДЕРЕВО НАВИЧОК
TUT_MAP_TREE_KEYS;OPEN PATHFINDER;Pathfinder öffnen;Ouvrir Pathfinder;Apri Pathfinder;Abrir Pathfinder;打开探路者;オープンパスファインダー;오픈 패스파인더;PIONEIRO ABERTO;OTWARTY PATHFINDER;ОТКРЫТЫЙ СЛЕДОПЫТ;AÇIK PATHFINDER;ВІДКРИТИ ПРОВІДНИК
TUT_MAP_TREE_MOUSE;OPEN PATHFINDER;Pathfinder öffnen;Ouvrir Pathfinder;Apri Pathfinder;Abrir Pathfinder;打开探路者;オープンパスファインダー;오픈 패스 파인더;PIONEIRO ABERTO;OTWARTY PATHFINDER;ОТКРЫТЫЙ СЛЕДОПЫТ;AÇIK PATHFINDER;ВІДКРИТИ ПРОВІДНИК
TUT_MAP_TREE_CONTROLLER;OPEN PATHFINDER;Pathfinder öffnen;Ouvrir Pathfinder;Apri Pathfinder;Abrir Pathfinder;打开探路者;オープンパスファインダー;오픈 패스 파인더;PIONEIRO ABERTO;OTWARTY PATHFINDER;ОТКРЫТЫЙ СЛЕДОПЫТ;AÇIK PATHFINDER;ВІДКРИТИ ПРОВІДНИК
TUT_MINIMAP_KEYS;TOGGLE Minimap;Minimap EIN-/AUSBLENDEN;TOGGLE Minimap;TOGGLE Minimappa;TOGGLE Mapa mínimo;切换迷你地图;TOGGLE ミニマップ;TOGGLE 미니맵;TOGGLE Minimap;Przełącz minimapę;переключить мини-картинку;TOGGLE Minimap;ПЕРЕМИКАННЯ МІНІМАП
TUT_MINIMAP_CONTROLLER;TOGGLE Minimap;Minimap EIN-/AUSBLENDEN;TOGGLE Minimap;TOGGLE Minimappa;TOGGLE Mapa mínimo;切换迷你地图;TOGGLE ミニマップ;TOGGLE 미니맵;TOGGLE Minimap;Przełącz minimapę;переключить мини-картинку;TOGGLE Minimap;ПЕРЕМИКАННЯ МІНІМАП
TUT_MINIMAP_MOUSE;TOGGLE Minimap;Minimap EIN-/AUSBLENDEN;TOGGLE Minimap;TOGGLE Minimappa;TOGGLE Mapa mínimo;切换迷你地图;TOGGLEミニマップ;TOGGLE 미니맵;TOGGLE Minimap;Przełącz minimapę;переключить мини-картинку;TOGGLE Minimap;ПЕРЕМИКНУТИ МАПУ
TUT_SWITCH_INPUT_KEYS;Use mouse, arrow keys \n or controller;Nutze Maus, Tastatur \n oder Controller;Utilisez la souris, \nles touches fléchées ou la manette;Usa il mouse, i tasti freccia \n o controller;Utilice el ratón, las teclas de flecha \n o el mando;使用鼠标、方向键 \n 或控制器;マウス、キーボード、矢印キーを使用 \n またはコントローラ;마우스, 화살표 키 또는 \n 컨트롤러 사용;Use o rato, as teclas de setas \n ou o controlador;Użyj myszy, klawiszy strzałek \n lub kontrolera;Используйте мышь, клавиши со стрелками \n или контроллер.;Fareyi, ok tuşlarını \n veya kumandayı kullanın;Використовуйте мишу, клавіші зі стрілками \n або контролер
TUT_SWITCH_INPUT_CONTROLLER;Use mouse, arrow keys \n or controller;Nutze Maus, Tastatur \n oder Controller;Utilisez la souris, les touches fléchées \n ou la manette;Usa il mouse, i tasti freccia \n o controller;Utilice el ratón, las teclas de flecha \n o el mando;使用鼠标、方向键 \n 或控制器;マウス、矢印キーまたはコントローラーを使用;마우스, 화살표 키 또는 \n 컨트롤러 사용;Use o rato, as teclas de setas \n ou o controlador;Użyj myszy, klawiszy strzałek \n lub kontroler;Используйте мышь, клавиши со стрелками \n или контроллер;Fare, ok tuşlarını kullanın \n veya kontrolör;Використовуйте мишу, клавіші зі стрілками \n або контролер
TUT_SWITCH_INPUT_MOUSE;Use mouse, arrow keys \n or controller;Nutze Maus, Tastatur oder Controller;Utilisez la souris, les touches fléchées \n ou la manette;Usa il mouse, i tasti freccia \n o controller;Utilice el ratón, las teclas de flecha \n o el mando;使用鼠标、方向键 \n 或控制器;マウス、矢印キーまたはコントローラーを使用;마우스, 화살표 키 또는 \n 컨트롤러 사용;Use o rato, as teclas de setas \n ou o controlador;Użyj myszy, klawiszy strzałek \n lub kontroler;Используйте мышь, клавиши со стрелками \n или контроллер;Fare, ok tuşlarını kullanın \n veya kontrolör;Використовуйте мишу, клавіші зі стрілками \n або контролер
TUT_UNLOCK_WEAPONS;Unlock Weapons;Waffen freischalten;Débloquer Armes;Sblocca Armi;Desbloquear Armas;解锁武器;武器を解放;무기 잠금 해제;Desbloquear Armas;Odblokuj Broń;Открыть оружие;Silahları Aç;Відкрити зброю
TUT_UNLOCK_SKILLS;Unlock Skills;Skills freischalten;Débloquer Compétences;Sblocca Abilità;Desbloquear Habilidades;解锁技能;スキルを解放;스킬 잠금 해제;Desbloquear Habilidades;Odblokuj Umiejętności;Открыть навыки;Yetenekleri Aç;Відкрити навички
TUT_COLLECT_FRAGMENTS_OF_LIGHT;Collect fragments of light!;Sammle Lichtfragmente!;Collectez des fragments de lumière !;Raccogliete i frammenti di luce!;¡Recoge fragmentos de luz!;收集光之碎片！;光のかけらを集めよう;빛의 파편을 모아보세요!;Recolha fragmentos de luz!;Zbieraj fragmenty światła!;Собирайте осколки света!;Işık parçalarını toplayın!;Збирайте фрагменти світла!
TUT_USE_FRAGMENTS_UNLOCK_WEAPONS;Use fragments of light to unlock new weapons.;Nutze Lichtfragmente, um neue Waffen freizuschalten.;Utilisez des fragments de lumière pour débloquer de nouvelles armes.;Usa i frammenti di luce per sbloccare nuove armi.;Utiliza fragmentos de luz para desbloquear nuevas armas.;使用光之碎片来解锁新的武器。;光の破片を使って、新しい武器をアンロックしよう。;빛의 파편을 사용해 새로운 무기를 잠금 해제하세요.;Utilizar fragmentos de luz para desbloquear novas armas.;Użyj fragmentów światła, aby odblokować nowe bronie.;Используйте осколки света, чтобы разблокировать новое оружие.;Yeni silahların kilidini açmak için ışık parçalarını kullanın.;Використовуйте фрагменти світла, щоб розблокувати нову зброю.
TUT_USE_FRAGMENTS_UNLOCK_SKILLS;Use fragments of light to unlock new skills.;Nutze Lichtfragmente, um neue Skills freizuschalten.;Utilisez des fragments de lumière pour débloquer de nouvelles compétences.;Usa i frammenti di luce per sbloccare nuove abilità.;Utiliza fragmentos de luz para desbloquear nuevas habilidades.;使用光之碎片来解锁新的技能。;光の破片を使って、新しいスキルをアンロックしよう。;빛의 조각을 사용해 새로운 기술을 잠금 해제하세요.;Usar fragmentos de luz para desbloquear novas competências.;Użyj fragmentów światła, aby odblokować nowe umiejętności.;Используйте фрагменты света, чтобы открыть новые способности.;Yeni becerilerin kilidini açmak için ışık parçalarını kullanın.;Використовуйте фрагменти світла, щоб розблокувати нові навички.
TUT_UNLOCKED_WEAPONS_INFO;Directly after weapons have been unlocked they can be found!;Sobald Waffen freigeschaltet wurden, können sie gefunden werden!;Directement après que les armes ont été débloquées, elles peuvent être trouvées !;Direttamente dopo che le armi sono state sbloccate possono essere trovate!;¡Directamente después de desbloquear las armas se pueden encontrar!;在武器被解锁后，就可以在关卡里被找到！;武器がアンロックされた後、直接見つけることができます。;무기를 잠금 해제하면 바로 찾을 수 있습니다!;Logo após as armas terem sido desbloqueadas, elas podem ser encontradas!;Można je znaleźć bezpośrednio po odblokowaniu broni!;Сразу после разблокировки оружия его можно найти!;Silahların kilidi açıldıktan hemen sonra bulunabilirler!;Одразу після розблокування зброї її можна знайти!
TUT_UNLOCKED_SKILLS_INFO;Directly after skills have been unlocked they can appear in the skilltree!;Sobald Skills freigeschaltet wurden, können sie im Skilltree erscheinen!;Dès que les compétences ont été débloquées, elles peuvent apparaître dans l'arbre de compétences !;Direttamente dopo che le abilità sono state sbloccate possono apparire nello skilltree!;Una vez desbloqueadas las habilidades, éstas pueden aparecer en el árbol de habilidades.;在技能被解锁后，就可以在技能树里出现！;スキルがアンロックされた後、直接スキルツリーに表示されるようになります;스킬을 잠금 해제하면 바로 스킬 트리에 스킬이 나타납니다!;Logo após as competências terem sido desbloqueadas, elas podem aparecer no skilltree!;Bezpośrednio po odblokowaniu umiejętności mogą one pojawić się w drzewku umiejętności!;Сразу после разблокировки навыков они могут появиться в дереве умений!;Becerilerin kilidi açıldıktan hemen sonra beceri ağacında görünebilirler!;Одразу після розблокування вмінь вони можуть з'явитися на дереві вмінь!
TUT_TOGGLE_SKILLS;Toggle Skills;Toggle Skills;Basculer les compétences;Allineare le abilità;Alternar compétences;切换技能;トグルスキル;스킬 토글;Habilidades de Alternar;Przełączanie umiejętności;Переключить навыки;Becerileri Değiştir;Перемикання вмінь
TUT_TOGGLE_SKILLS_DESC;Your attack resource cost exceed your maximum endurance or energy. You can temporarily deactivate skills to save resources. Skills can be reactivated at any time. ;Deine Angriffsressourcenkosten übersteigen deine maximale Ausdauer oder Energie. Du kannst Skills vorübergehend deaktivieren, um Ressourcen zu sparen. Skills können jederzeit wieder aktiviert werden. ;Le coût de vos ressources d'attaque dépasse votre maximum d'endurance ou d'énergie. Vous pouvez désactiver temporairement des compétences pour économiser des ressources. Les compétences peuvent être réactivées à tout moment. ;Il costo delle risorse di attacco supera la resistenza o l'energia massima. È possibile disattivare temporaneamente le abilità per risparmiare risorse. Le abilità possono essere riattivate in qualsiasi momento. ;El coste de tus recursos de ataque supera tu resistencia o energía máximas. Puedes desactivar habilidades temporalmente para ahorrar recursos. Las habilidades se pueden reactivar en cualquier momento. ;您的攻击资源消耗超过了最大耐力或能量。您可以暂时停用技能以节省资源。技能可以随时重新激活。;攻撃リソースのコストが最大耐久力またはエネルギーを超える。リソースを節約するため、一時的にスキルを停止することができる。スキルはいつでも再開できます。;공격 자원 비용이 최대 지구력 또는 에너지를 초과합니다. 일시적으로 스킬을 비활성화하여 자원을 절약할 수 있습니다. 스킬은 언제든지 다시 활성화할 수 있습니다. ;O teu custo de recursos de ataque excede a tua resistência ou energia máxima. Podes desativar temporariamente as habilidades para poupar recursos. As habilidades podem ser reactivadas a qualquer momento. ;Koszt zasobów ataku przekracza maksymalną wytrzymałość lub energię. Możesz tymczasowo dezaktywować umiejętności, aby oszczędzać zasoby. Umiejętności można ponownie aktywować w dowolnym momencie. ;Затраты ресурсов на атаку превышают максимальную выносливость или энергию. Вы можете временно отключить навыки, чтобы сэкономить ресурсы. Навыки можно активировать в любой момент. ;Saldırı kaynak maliyetiniz maksimum dayanıklılığınızı veya enerjinizi aşıyor. Kaynak tasarrufu yapmak için becerileri geçici olarak devre dışı bırakabilirsiniz. Beceriler istediğiniz zaman yeniden etkinleştirilebilir. ;Витрати ресурсів на атаку перевищують ваш максимальний запас витривалості або енергії. Ти можеш тимчасово деактивувати вміння, щоб заощадити ресурси. Вміння можна знову активувати будь-коли. 
TUT_SKILLGEMS_SKILLTREE;Use Skillgems;Skillgems verwenden;Utiliser des skillgems;Usa le skillgems;Utilizar Skillgems;使用技能宝石;スキルジェムを使用する;스킬 보석 사용;Usar Skillgems;Korzystanie z klejnotów umiejętności;Используйте скиллгемы;Skillgems kullanın;Використання камінців умінь
TUT_SKILLGEMS_SKILLTREE_DESC;Select a skillgem, move the skillgem to the desired destination on the outer space of the skilltree, place the skillgem by clicking.;Wähle ein Skillgem aus, verschiebe es an den gewünschten Ort auf der äußeren Fläche des Skilltree, platziere es durch Klicken.;Sélectionnez un skillgem, déplacez le skillgem vers la destination souhaitée dans l'espace extérieur du skilltree, placez le skillgem en cliquant.;Seleziona uno skillgem, sposta lo skillgem nella destinazione desiderata sullo spazio esterno dello skilltree, posiziona lo skillgem cliccando.;Selecciona un skillgem, mueve el skillgem al destino deseado en el espacio exterior del skilltree, coloca el skillgem haciendo clic.;选择一个技能宝石，将它移动到技能树边上空白的地方，再次点击放下技能宝石。;スキルジェムを選択し、スキルツリーの外側のスペースにスキルジェムを移動させ、クリックでスキルジェムを配置します。;스킬 보석을 선택하고 스킬 트리의 외부 공간에 있는 원하는 위치로 이동한 다음 클릭하여 스킬 보석을 배치합니다.;Seleccionar uma skillgem, mover a skillgem para o destino desejado no espaço exterior da skilltree, colocar a skillgem clicando.;Wybierz skillgem, przesuń skillgem do wybranego miejsca na zewnętrznym obszarze drzewa umiejętności, umieść skillgem klikając.;Выберите элемент навыка, переместите его в нужное место во внешнем пространстве дерева навыков, поместите элемент навыка, нажав на него.;Bir skillgem seçin, skillgem'i skilltree'nin dış alanında istediğiniz hedefe taşıyın, tıklayarak skillgem'i yerleştirin.;Виберіть камінь уміння, перемістіть камінь у потрібне місце на дереві умінь, клацніть по ньому мишею і покладіть камінь.
TUT_SKILLSHARDS_SKILLTREE;Utilise Shards;Scherben verwenden;Utiliser les éclats;Utilizzare i frammenti;Utilizar los fragmentos;天之碎片;シャードを活用する;샤드 활용;Utilizar cacos;Użyj odłamków;Используйте осколки;Parçaları Kullan;Використання осколків
TUT_SKILLSHARDS_SKILLTREE_DESC;Select a shard, apply it on to a skillnode to reforge connections between nodes, re-roll the node or refund a skill point.;Wähle eine Scherbe aus und wende sie auf eine Skillnode an, um Verbindungen zwischen Nodes neu zu schmieden, den Skill neu zu würfeln oder einen Skillpunkt zurückzugewinnen.;Sélectionnez un tesson, appliquez-le sur un nœud de compétence pour reforger les connexions entre les nœuds, relancer le nœud ou rembourser un point de compétence.;Selezionare un frammento, applicarlo a uno skillnode per riformare le connessioni tra i nodi, rilanciare il nodo o rimborsare un punto abilità.;Selecciona un fragmento y aplícalo en un nodo de habilidad para volver a crear conexiones entre nodos, volver a rodar el nodo o devolver un punto de habilidad.;选择一个碎片，将其应用于一个技能节点上，以重新锻造节点之间的连接，重新随机该节点，或者返还一个技能点。;シャードを選択し、スキルノードに適用すると、ノード間の接続の再鍛錬、ノードの再ロール、スキルポイントの払い戻しを行うことができます。;샤드를 선택하고 스킬 노드에 적용하여 노드 간 연결을 재구축하거나, 노드를 다시 롤링하거나, 스킬 포인트를 환불받으세요.;Seleccionar uma lasca, aplicá-la a um nó de perícia para refazer as ligações entre nós, enrolar novamente o nó ou reembolsar um ponto de perícia.;Wybierz odłamek, zastosuj go do węzła umiejętności, aby odtworzyć połączenia między węzłami, przewinąć węzeł lub zwrócić punkt umiejętności.;Выберите осколок, примените его к узлу навыка, чтобы восстановить связи между узлами, переквалифицировать узел или вернуть очко навыка.;Bir parça seçin, düğümler arasındaki bağlantıları yeniden birleştirmek, düğümü yeniden yuvarlamak veya bir beceri puanını iade etmek için bir beceri düğümüne uygulayın.;Виберіть осколок, прикладіть його до вузла вміння, щоб відновити зв'язки між вузлами, перезапустити вузол або повернути очко вміння.
;;;;;;;;;;;;;
