id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr;uk
CINEMATIC_SUB_10;Some protect them from the Aeodra, while others offer them as tribute, pulling us deeper into the abyss.;Einige schützen sie vor den Aeodra, andere opfern sie als Tribut – und ziehen uns tiefer in den Abgrund.;Certains les protègent des Aeodra, tandis que d’autres les offrent en tribut, nous tirant plus profondément dans l’abîme.;Alcuni li proteggono dagli Aeodra, altri li offrono in tributo, trascinandoci più in fondo nell’abisso.;Algunos los protegen de los Aeodra, mientras que otros los ofrecen como tributo, llevándonos más al abismo.;有些人保护它们不受Aeodra伤害，而另一些人则将它们献祭，把我们进一步拉入深渊。;一部はエオドラからそれらを守り、また一部はそれを捧げ物として捧げ、我々を深淵へと引き込む。;일부는 에오드라로부터 그것들을 보호하고, 다른 이들은 그것들을 제물로 바쳐 우리를 심연으로 끌어들인다.;Alguns os protegem dos Aeodra, enquanto outros os oferecem como tributo, nos puxando mais fundo no abismo.;Niektórzy chronią je przed Aeodra, inni składają w ofierze, wciągając nas głębiej w otchłań.;Одни защищают их от Эодра, другие приносят в жертву, затягивая нас глубже в бездну.;Bazıları onları Aeodra’dan korur, bazılarıysa haraç olarak sunar ve bizi uçuruma daha da çeker.;Одні захищають їх від Еодри, а інші пропонують як данину, затягуючи нас все глибше в безодню.
CINEMATIC_SUB_11;Yet, in the deepest shadows, the Light waits — ready to be reforged. ;Doch im tiefsten Schatten wartet das Licht – bereit, neu geschmiedet zu werden.;Pourtant, dans les ombres les plus profondes, la Lumière attend — prête à être reforgée.;Tuttavia, nelle ombre più profonde, la Luce attende — pronta a essere riforgiata.;Sin embargo, en las sombras más profundas, la Luz espera — lista para ser refundida.;然而，在最深的阴影中，光明依然等待——准备再次被锻造。;しかし、最も深い影の中で、光は待っている――再び鍛え直されるその時を。;그러나 가장 깊은 그림자 속에서, 빛은 기다리고 있다 — 다시 단련될 준비가 되어.;No entanto, nas sombras mais profundas, a Luz aguarda — pronta para ser reforjada.;A jednak, w najgłębszym cieniu, Światło czeka — gotowe do przetopienia.;И всё же в самых глубоких тенях Свет ждёт — готовый к восстановлению.;Ancak en derin gölgelerde, Işık bekliyor — yeniden şekillendirilmeye hazır.;Але в найглибшій тіні Світло чекає - готове відродитися. 
CINEMATIC_SUB_12;The Light will recombine. When it does... On which side will we stand?;Das Licht wird sich wieder vereinen. Wenn es soweit ist... auf welcher Seite werden wir stehen?;La Lumière se recombinera. Quand ce moment viendra... de quel côté serons-nous ?;La Luce si ricombinerà. Quando accadrà... da che parte staremo?;La Luz se recombinará. Cuando lo haga... ¿de qué lado estaremos?;光将重新聚合。当那一刻来临时……我们将站在哪一边？;光は再び一つとなる。その時…私たちはどちらの側に立つのか？;빛은 다시 결합할 것이다. 그때 우리는… 어느 편에 설 것인가?;A Luz se recombinará. Quando isso acontecer... De que lado estaremos?;Światło ponownie się połączy. Gdy to nastąpi… Po której stronie staniemy?;Свет вновь объединится. Когда это случится… На чьей стороне мы окажемся?;Işık yeniden birleşecek. O an geldiğinde… biz hangi tarafta olacağız?;Світло рекомбінується. Коли це станеться... На чиєму боці ми станемо?
;;;;;;;;;;;;;
;;;;;;;;;;;;;
DIALOG_CHICKENNEST_0_0;Bork... Bork…;Bork... Bork…;Bork... Bork...;Bork... Bork...;Bork... Bork...;咯咯哒...;ボーク... ボーク...;Bork... 보크;Bork... Bork...;Bork... Bork...;Борк... Борк...;Bork. Bork...;Борк... Борк...
DIALOG_CHICKENNEST_1_0;Give me... Bork... Bork…;Gib mir... Bork... Bork…;Donnez-moi... Bork... Bork...;Dammi... Bork... Bork...;Dame... Bork... Bork...;给我...咕咕哒...;よこせ... ボーク... ボーク...;이리 줘... 보크 보크...;Dê-me... Bork... Bork...;Daj mi... Bork... Bork...;Дай мне... Борк... Борк...;Bana ver. Bork... Bork...;Дай мені... Борк... Борк...
DIALOG_CHICKENNEST_2_0;Not enough… Bork... Bork…;Nicht genug… Bork... Bork…;Pas assez... Bork... Bork...;Non abbastanza... Bork... Bork...;No es suficiente... Bork... Bork...;不够啊...咕咕哒...;物足りない... ボーク... ボーク...;부족해... 보크... 보크...;Não é suficiente... Bork... Bork...;Za mało... Bork... Bork...;Недостаточно... Борк... Борк...;Yetmez... Bork... Bork...;Недостатньо... Борк... Борк...
DIALOG_PHOENIX_EGG_0_0;This egg looks just about to break open…;Dieses Ei sieht so aus, als würde es gleich aufbrechen...;Cet œuf semble sur le point de s'ouvrir...;Questo uovo sembra sul punto di rompersi...;Este huevo parece a punto de romperse...;这颗卵看起来要破壳而出了...;この卵、今にも割れてしまいそう...。;달걀이 곧 깨질 것 같은데...;Este ovo parece prestes a abrir-se...;Wygląda na to, że to jajko zaraz się otworzy...;Это яйцо, похоже, вот-вот разобьется...;Bu yumurta kırılmak üzere gibi görünüyor.;Здається, це яйце ось-ось розірветься...
DIALOG_PHOENIX_EGG_1_0;Use 3 fragments of light to warm the egg...;Benutze 3 Lichtfragmente, um das Ei zu wärmen…;Utilisez 3 fragments de lumière pour réchauffer l'œuf...;Utilizzare 3 frammenti di luce per riscaldare l'uovo...;Utiliza 3 fragmentos de luz para calentar el huevo...;用 3 片光来温暖鸡蛋...;卵を温めるために3片の光を使う。;빛의 조각 3개를 사용하여 달걀을 따뜻하게 ...;Utilizar 3 fragmentos de luz para aquecer o ovo...;Użyj 3 fragmentów światła, aby ogrzać jajko...;Используйте 3 фрагмента света, чтобы нагреть яйцо...;Yumurtayı ısıtmak için 3 parça ışık kullanın...;Використай 3 фрагменти світла, щоб зігріти яйце...
DIALOG_PHOENIX_EGG_2_0;Your light is too weak to warm the egg…;Euer Licht reicht nicht aus, um das Ei zu wärmen…;Votre lumière est trop faible pour réchauffer l'oeuf...;La tua luce è troppo debole per scaldare l'uovo...;Su luz es demasiado débil para calentar el huevo...;你的光芒太微弱了，无法温暖这颗卵...;あなたの光は卵を温めるには弱すぎる...。;빛이 너무 약해서 달걀을 데울 수 없어...;A sua luz é demasiado fraca para aquecer o ovo...;Twoje światło jest zbyt słabe, aby ogrzać jajko...;Ваш свет слишком слаб, чтобы нагреть яйцо...;Işığın yumurtayı ısıtmak için çok zayıf...;Твоє світло занадто слабке, щоб зігріти яйце.
DIALOG_CORRUPTED_MERCHANT_0_0;Hello Wanderer, my wares are well known. Here you can find everything you need. There’s… something in them - a whisper in the gold, a pull in the steel. It grows stronger each passing day. I try to resist... but speaking to you… it stirs again. The weight… no, the hunger - it wants more…!;Hallo Wanderer, meine Waren sind wohlbekannt. Hier findest du alles, was du brauchst. Da ist… etwas in ihnen – ein Flüstern im Gold, ein Zug im Stahl. Es wird mit jedem Tag stärker. Ich versuche zu widerstehen… aber wenn ich mit dir spreche… regt es sich wieder. Das Gewicht… nein, der Hunger – er will mehr…!;Bonjour Vagabond, mes marchandises sont bien connues. Ici, tu trouveras tout ce dont tu as besoin. Il y a… quelque chose en elles – un murmure dans l’or, une traction dans l’acier. Ça devient plus fort chaque jour. J’essaie de résister… mais te parler… ça l’éveille de nouveau. Le poids… non, la faim – elle en veut plus… !;Salve Viandante, le mie merci sono ben note. Qui puoi trovare tutto ciò di cui hai bisogno. C'è… qualcosa in loro – un sussurro nell’oro, una forza nell’acciaio. Diventa più forte ogni giorno. Cerco di resistere… ma parlando con te… si risveglia. Il peso… no, la fame – vuole di più…!;Hola Caminante, mis mercancías son bien conocidas. Aquí puedes encontrar todo lo que necesitas. Hay… algo en ellas – un susurro en el oro, un tirón en el acero. Se hace más fuerte cada día. Intento resistirme… pero hablar contigo… lo despierta otra vez. El peso… no, el hambre – quiere más…!;你好，流浪者，我的货物众所周知。你可以在这里找到你所需要的一切。它们之中……有什么东西——黄金中的低语，钢铁中的牵引。它每天都变得更强。我试图抗拒……但与你交谈时……它又苏醒了。那沉重感……不，是饥饿——它想要更多……！;こんにちは放浪者よ、私の品は有名です。ここにはあなたが必要な物がすべて揃っています。その中には…何かがある。金に囁きが、鋼に引力が。日に日に強くなっている。抵抗しているつもりだが…君と話すと…またうずく。重さ…いや、飢えだ――もっと欲している…！;안녕 방랑자여, 내 물건들은 잘 알려져 있지. 여기엔 네가 원하는 모든 게 있지. 그런데 말이야… 그 안에 무언가가 있어 – 금속의 속삭임, 강철의 끌림. 날이 갈수록 강해져. 버티려 했지만… 너와 말하니… 다시 꿈틀거려. 무게… 아니, 허기야 – 더 원해…!;Olá Viajante, minhas mercadorias são bem conhecidas. Aqui você encontrará tudo o que precisa. Há… algo nelas – um sussurro no ouro, uma atração no aço. Fica mais forte a cada dia. Tento resistir… mas ao falar com você… volta a crescer. O peso… não, a fome – quer mais…!;Witaj Wędrowcze, moje towary są dobrze znane. Znajdziesz tu wszystko, czego potrzebujesz. Jest w nich… coś – szept w złocie, ciągnięcie w stali. Z każdym dniem rośnie. Próbuję się oprzeć… ale gdy z tobą rozmawiam… to wraca. Ten ciężar… nie, głód – chce więcej…!;Привет, Странник. Мои товары хорошо известны. Здесь ты найдёшь всё, что нужно. В них… что-то есть – шёпот в золоте, притяжение в стали. Оно становится сильнее с каждым днём. Я пытаюсь сопротивляться… но, говоря с тобой… оно снова оживает. Тяжесть… нет, голод – оно хочет больше…!;Merhaba Yolcu, mallarım iyi bilinir. Burada ihtiyacın olan her şeyi bulabilirsin. İçlerinde bir şey var… altındaki fısıltı, çelikteki çekim. Her geçen gün güçleniyor. Direnmeye çalışıyorum… ama seninle konuşunca… tekrar uyanıyor. Ağırlık… hayır, açlık – daha fazlasını istiyor…!;Привіт, Мандрівнику. Мої товари добре відомі. Тут ти знайдеш усе, що потрібно. В них є… щось – шепіт у золоті, тяжіння в сталі. З кожним днем це посилюється. Я намагаюся чинити опір… але коли говорю з тобою… воно знову ворушиться. Ця вага… ні, голод – воно хоче більшого…!
DIALOG_MERCHANT_0_0;You again? Why do you look so... upset? Did something happen? Hah… I feel like I swallowed a thunderstorm. But the wares remain. Still precious. Still whispering. If you’ll trade your light for them... perhaps it’ll quiet them. Just for a while.;Du schon wieder? Warum siehst du so… aufgebracht aus? Ist etwas passiert? Hah… Ich fühle mich, als hätte ich einen Sturm verschluckt. Aber die Waren sind noch da. Noch immer wertvoll. Noch immer flüsternd. Wenn du dein Licht dafür eintauschst… vielleicht werden sie ruhig. Zumindest für eine Weile.;Toi encore ? Pourquoi cet air si… troublé ? Il s’est passé quelque chose ? Hah… J’ai l’impression d’avoir avalé un orage. Mais les marchandises sont là. Toujours précieuses. Toujours chuchotantes. Si tu échanges ta lumière contre elles… peut-être que cela les apaisera. Pour un moment.;Ancora tu? Perché sembri così… agitato? È successo qualcosa? Ah… Mi sento come se avessi ingoiato un temporale. Ma le merci sono ancora qui. Ancora preziose. Ancora sussurrano. Se scambiassi la tua luce con loro… forse si placcherebbero. Per un po’.;¿Tú otra vez? ¿Por qué esa cara… de disgusto? ¿Pasó algo? Hah… Siento como si hubiera tragado una tormenta. Pero los bienes siguen aquí. Aún preciosos. Aún susurrando. Si cambias tu luz por ellos… tal vez se calmen. Por un tiempo.;又是你？为什么你看起来这么……烦躁？发生了什么吗？哈……我感觉像吞了个雷暴。但这些货物还在。仍然珍贵。仍在低语。如果你用光交换……也许它们会安静一会儿。;またお前か？なぜそんなに…動揺している？何かあったのか？ハァ…嵐を飲み込んだ気分だ。しかし品は残っている。まだ貴重で、まだ囁いている。光を代価にすれば…少しは静かになるかもな。;또 너야? 왜 그렇게… 화난 것 같아? 무슨 일 있었어? 하… 폭풍을 삼킨 것 같아. 하지만 물건은 여전히 있어. 여전히 소중하고, 속삭이고 있지. 빛을 거래한다면… 아마 잠시 조용해질지도.;Você de novo? Por que parece tão… perturbado? Aconteceu algo? Hah… Sinto como se tivesse engolido uma tempestade. Mas as mercadorias continuam. Ainda preciosas. Ainda sussurrando. Se trocar sua luz por elas… talvez se acalmem. Por um tempo.;Znowu ty? Dlaczego wyglądasz tak… zdenerwowany? Coś się stało? Ha… Czuję się, jakbym połknął burzę. Ale towary wciąż tu są. Wciąż cenne. Wciąż szepczące. Jeśli wymienisz swoje światło… może się uciszą. Choćby na chwilę.;Опять ты? Почему ты так… расстроен? Что-то случилось? Хах… Чувствую, будто проглотил грозу. Но товары на месте. Всё ещё ценны. Всё ещё шепчут. Если обменяешь свой свет… возможно, они замолчат. Хоть ненадолго.;Yine sen mi? Neden bu kadar… gerginsin? Bir şey mi oldu? Hah… Sanki bir fırtına yuttum gibi hissediyorum. Ama mallar hâlâ burada. Hâlâ değerli. Hâlâ fısıldıyorlar. Işığını verirsen… belki bir süreliğine susarlar.;Ти знову? Чому виглядаєш таким… стривоженим? Щось сталося? Хах… Відчуваю, ніби проковтнув бурю. Але товари залишилися. Все ще цінні. Все ще шепочуть. Якщо віддаси їм своє світло… можливо, на мить вони замовкнуть.
DIALOG_COOP_0;The humming sound is fading as you approach. It seems like you have to connect a controller or gamepad to energise the stone.;Das Brummen wird leiser, je näher Ihr kommt. Es scheint, als müsste man einen Controller oder Gamepad anschließen, um den Stein mit Energie zu versorgen.;Le bourdonnement s'estompe à mesure que l'on s'approche. Il semble que vous deviez connecter un contrôleur pour alimenter la pierre en énergie.;Il ronzio si attenua man mano che ci si avvicina. Sembra che sia necessario collegare un controller per dare energia alla pietra.;El zumbido se desvanece a medida que te acercas. Parece que hay que conectar un controlador para energizar la piedra.;嗡嗡声在你接近时逐渐消失。似乎你必须连接一个控制器来给石头通电。;近づくにつれ、鼻歌の音が小さくなっていく。コントローラーやゲームパッドを接続しないと、石に通電できないようです。;다가갈수록 윙윙거리는 소리가 점점 작아지고 있어요. 컨트롤러나 게임 패드를 연결해야 돌에 활력을 불어넣을 수 있을 것 같아요.;O som do zumbido está a desvanecer-se à medida que se aproxima. Parece que tem de ligar um controlador ou gamepad para energizar a pedra.;Brzęczący dźwięk zanika w miarę zbliżania się. Wygląda na to, że musisz podłączyć kontroler lub gamepada, aby zasilić kamień.;По мере приближения звук гудения стихает. Кажется, что нужно подключить контроллер или геймпад, чтобы зарядить камень энергией.;Siz yaklaştıkça uğultu sesi azalıyor. Taşa enerji vermek için bir kumanda veya gamepad bağlamanız gerekiyor gibi görünüyor.;Дзижчання стихає, коли ти наближаєшся. Схоже, вам потрібно підключити контролер або геймпад, щоб зарядити камінь енергією.
DIALOG_COOP_1;A humming sound is heard as you approach. It seems as if your thoughts are being absorbed and sent into another dimension. You hear a humming echoing back. You feel the urge to synchronise your actions to the humming of the stone. It seems like the stone will empower the environments.;Ein Brummen ist zu hören, während ihr Euch nähert. Es scheint, als würde er Eure Gedanken absorbieren und in eine andere Dimension schicken. Ein Echo des Brummens schallt zurück. Ihr spürt den Drang, Eure Handlungen mit dem Brummen des Steins zu synchronisieren. Es scheint, als würde der Stein die Umgebung stärken.;Un bourdonnement se fait entendre à votre approche. C'est comme si vos pensées étaient absorbées et envoyées dans une autre dimension. Vous entendez un bourdonnement en retour. Vous ressentez le besoin de synchroniser vos actions avec le bourdonnement de la pierre. Il semble que la pierre va renforcer les environnements.;Si sente un ronzio mentre ci si avvicina. Sembra che i vostri pensieri vengano assorbiti e inviati in un'altra dimensione. Si sente un ronzio di ritorno. Sentite l'impulso di sincronizzare le vostre azioni con il ronzio della pietra. Sembra che la pietra dia potere agli ambienti.;Se oye un zumbido cuando te acercas. Parece como si tus pensamientos fueran absorbidos y enviados a otra dimensión. Oyes un zumbido que te devuelve el eco. Sientes el impulso de sincronizar tus acciones con el zumbido de la piedra.  Parece que la piedra potenciará los ambientes.;当你接近时，会听到一种嗡嗡声。似乎你的思想被吸收并被送入另一个空间。你听到嗡嗡声的回音。你感到有一种冲动，想让你的行动与石头的嗡嗡声同步。 看起来石头会赋予环境权力。;近づくと鼻歌が聞こえてくる。自分の思考が吸収され、異次元に飛ばされるような気がする。ハミングが反響しているように聞こえます。あなたは、自分の行動を石のハミングにシンクロさせたいという衝動に駆られます。この石が環境に力を与えてくれるような気がします。;다가갈수록 윙윙거리는 소리가 들립니다. 당신의 생각이 흡수되어 다른 차원으로 보내지는 것 같습니다. 허밍 소리가 다시 울려 퍼집니다. 자신의 행동을 돌의 허밍과 동기화하고 싶은 충동을 느낍니다. 스톤이 환경에 힘을 실어줄 것만 같습니다.;Um som de zumbido é ouvido à medida que se aproxima. Parece como se os seus pensamentos estivessem a ser absorvidos e enviados para outra dimensão. Ouve-se um zumbido a ecoar de volta. Sente a necessidade de sincronizar as suas acções com o zumbido da pedra. Parece que a pedra irá fortalecer os ambientes.;Gdy się zbliżasz, słychać szum. Wydaje się, jakby twoje myśli były pochłaniane i wysyłane do innego wymiaru. Słyszysz brzęczenie odbijające się echem. Czujesz potrzebę zsynchronizowania swoich działań z brzęczeniem kamienia. Wygląda na to, że kamień wzmocni otoczenie.;По мере приближения слышен гул. Кажется, будто ваши мысли поглощаются и отправляются в другое измерение. Вы слышите ответное гудение. Вы чувствуете желание синхронизировать свои действия с гудением камня. Кажется, что камень придаст силы окружению.;Siz yaklaşırken bir uğultu duyuluyor. Sanki düşünceleriniz emiliyor ve başka bir boyuta gönderiliyor. Bir uğultunun geri yankılandığını duyuyorsunuz. Eylemlerinizi taşın uğultusuyla senkronize etme dürtüsü hissediyorsunuz. Taş çevreyi güçlendirecek gibi görünüyor.;З наближенням до каменя чути дзижчання. Здається, ніби ваші думки поглинаються і відправляються в інший вимір. Ви чуєте дзижчання, що повертається назад. Ви відчуваєте бажання синхронізувати свої дії з дзижчанням каменю. Здається, що камінь підсилює навколишнє середовище.
